# Undirected graph (each unordered pair of nodes is saved once): 0.05-com-dblp.ungraph.txt
# Nodes: 15854 Edges: 2608
# NodeId	NodeId
265836	265845
113734	281183
309011	314509
44781	62120
115872	311220
348411	349162
13446	199938
321753	321754
145026	151098
113737	122888
337412	382003
217052	291909
217052	332594
291295	304086
325948	342760
286427	286430
85576	89956
85576	255014
85576	386162
26654	336897
300879	300880
23495	23497
359183	360077
359183	360083
238670	240253
273527	274273
15493	220184
120468	120469
120468	208465
117144	388232
58162	162392
58162	404541
80153	85120
128784	165596
128784	205891
71960	221655
71960	284656
225421	326601
7538	96785
7538	96787
7538	96788
7538	96794
7538	101967
120070	164258
120070	164259
111605	141774
359182	359183
359182	360077
359182	360083
111282	220772
8576	98552
8576	304788
80642	103511
80642	126133
80642	208657
80642	214746
80642	348712
80642	375916
275035	275036
68302	150635
287567	304456
113198	113199
43962	74093
35498	55542
35498	62069
35498	80942
35498	101077
217021	217023
365266	365267
27043	183436
27043	193907
27043	312555
45164	63798
44338	44339
268236	268240
192088	192091
319758	322170
70408	174203
241248	389926
169930	205745
169930	307743
181762	181763
25855	88200
25855	184870
341135	359722
72630	119118
29124	43314
29124	184784
29124	389918
50909	72350
346705	346706
306929	352252
210591	210592
133543	189841
233070	323958
260358	288325
260358	365228
242715	299350
43418	53078
43418	55542
43418	187292
111875	161260
235217	296010
235217	296011
190743	192226
13706	13707
137268	221799
262746	328570
262746	335445
21147	113517
103899	146821
119696	153394
119696	322084
119696	385427
228940	242886
17049	143170
409200	419558
241594	396986
241594	420163
238239	266660
130689	367893
130689	367894
58180	112534
334588	376688
311305	313236
144078	248016
111153	255572
118880	201075
118880	342053
118880	381107
44876	66192
44876	98329
44876	207753
44876	208054
342479	342863
89995	215079
235211	262672
322989	322991
19996	69873
132059	143457
48172	48173
171461	171462
407695	419907
173707	325208
286697	362773
35742	35743
44381	200176
44381	310014
231514	242594
184041	299889
372057	408399
133521	238053
291550	295473
6516	22951
380096	407600
136770	136772
92549	167086
92549	236332
30251	30252
237584	237587
237584	273612
237584	384943
237584	423947
408919	408923
176616	351935
176616	354514
49073	49077
49073	49078
94106	146567
94106	165902
94106	229998
94106	259195
94106	317083
94106	423783
404570	404571
307360	307361
214437	220961
375889	391204
131239	143264
131239	302515
42822	134748
343743	375453
89513	109159
69471	191201
116677	190912
5552	199352
5778	6948
5778	171269
140130	331705
140130	333468
44358	49782
328046	331566
112153	137915
62054	62055
301859	309782
14311	82371
161175	175051
30030	30032
30030	41847
30030	48973
30030	95220
30030	183833
84737	253785
84737	297984
84737	316302
84737	356400
256658	256660
92211	280016
380154	413964
48794	49525
309362	309363
124879	320250
124879	406815
30062	32221
30062	137529
30062	256774
231642	378123
3281	28860
3281	57149
322117	322121
119278	148314
274044	274045
122508	161043
188149	268236
86725	112130
167319	409200
12156	12180
32988	58916
130332	412321
238957	251710
320598	320599
106085	166273
209458	327825
37499	46816
306293	424021
23541	23543
190602	190603
96893	111758
172721	185892
264513	264514
113922	231764
113922	232825
113922	232828
113922	266972
181761	181762
181761	181763
166245	171957
65055	95115
65055	305584
249753	397467
95992	106810
129628	129629
286841	286842
200168	414037
204753	215058
97193	97194
119450	173707
119450	324642
16229	125663
34112	34115
13078	107788
13078	374218
68022	168593
65293	184524
153323	217206
263006	278002
86151	86152
40884	151937
41352	61621
205983	229490
313582	317168
271805	271806
54827	220043
133568	150574
50980	53494
70620	74618
182804	202527
37614	72220
322177	338674
59984	150849
55380	102315
55380	137344
160204	195465
81405	160180
154508	252889
71401	317604
169623	250263
108736	149507
108736	231144
10199	82423
30615	271754
73061	120235
82431	321639
184083	185061
365807	365808
139802	311929
311985	311986
197889	203582
190349	238792
201075	295058
193649	193652
193649	193959
152902	245147
262900	265836
262900	265845
13260	131569
19239	19816
8122	343906
136674	136677
57139	379540
58808	100912
58808	128415
58808	326672
18047	30990
70670	207660
55490	95978
108540	250060
233064	407064
233064	407066
183437	183439
183437	183440
183437	183442
183437	269709
265620	265623
265620	265628
86048	350459
231586	393450
173192	173503
328576	335179
67483	227569
303151	303153
270169	272220
54857	61134
331392	346281
74705	74706
68802	301859
68802	304309
64337	132983
158551	255249
158551	378023
59048	146565
59048	146567
95837	140183
95837	182945
64656	198110
27994	54042
27994	80024
419511	422784
243563	259817
195538	198106
164258	164259
32896	62069
32896	153082
32896	279500
152115	424815
48579	295498
48579	340204
393442	401198
393442	420831
117792	138283
117792	319445
72008	72009
304742	304746
64312	331244
67162	114820
67940	182661
67940	288425
320839	353943
320839	361635
104871	104873
27683	77221
249704	249705
249704	367517
230489	360931
114266	123289
112052	112054
329401	329403
26609	324055
94340	151680
283967	400643
99112	211394
99112	216118
376262	390127
64922	65297
328645	373637
35382	47069
247727	391175
295178	297132
135003	136971
345607	345608
48161	263646
82707	88645
104447	104448
138954	165275
188863	229880
28483	28484
28483	325308
77277	342048
339228	345414
339228	380225
77859	210505
243913	243914
22956	65297
210592	290485
290374	290375
37335	52009
37335	58916
37335	111119
37335	133751
37335	134748
37335	159833
37335	178008
37335	210279
37335	218199
37335	335475
37335	376369
37335	418545
37335	425442
138509	378437
138509	388405
77350	84971
186340	259376
257730	257731
117143	117144
118692	164125
29308	32567
117226	334465
293448	369586
4634	62496
4634	96432
4634	417011
62579	413092
148818	398474
32347	158332
84633	139750
84633	174995
53928	310669
210358	210360
95812	95966
416014	416016
228251	347657
134831	204550
134831	237361
135659	272871
135659	356026
304970	304972
52681	202075
100912	128415
44655	50098
61766	168024
262433	262434
260171	260172
128584	135412
248703	255626
192648	196793
238390	262031
130535	355999
76560	367010
213671	213674
155245	417976
182619	239707
315790	381390
53852	159802
100359	306790
60018	153778
60018	187030
112398	176294
78501	342657
28984	28985
145478	153671
109090	281884
72536	126495
72536	182126
72536	199039
126437	138424
202540	236500
202540	322251
209578	234421
208298	233085
3681	12347
3681	32926
181621	202490
30463	67943
116163	124700
57871	163149
168593	234148
168593	234150
42657	353374
64135	185021
277462	277463
187742	187744
96788	96794
96788	101967
96788	162360
96788	333556
161837	319787
161837	360471
80242	110411
288403	288404
76532	172484
71096	169623
318930	337357
170513	170515
40947	241692
221892	351449
154772	226597
175051	303665
175051	324337
175051	362434
197886	419764
186848	188570
10104	214549
10104	288063
186012	186015
77813	99746
77813	100861
77813	183190
77813	258673
77813	383273
64283	142433
64283	338095
60770	279834
172446	424340
101841	171270
78328	83835
56493	195654
56493	328301
307857	361756
359539	361296
72983	242188
192066	324724
363818	400816
263695	273385
240821	286385
240821	376984
4175	58860
4175	133345
4175	198790
296954	313625
111660	204545
96206	197372
105098	115483
105098	397732
106172	346654
213229	227093
213229	267883
213229	309363
238414	413946
47886	86279
47886	200571
47886	251476
20310	86314
173593	209847
173593	278008
74093	137853
74093	251309
337502	368156
380261	380262
204386	382305
74224	325055
192148	214549
60151	361466
19371	149834
33421	97144
33421	101793
33421	210565
33421	285978
33421	313811
324919	396298
266342	396287
134763	223429
213137	315106
119536	119537
67497	67499
264995	372459
87276	87278
55277	365813
171160	203436
112960	167319
112960	263265
341273	342100
201871	215826
38890	270354
186037	186038
128407	135802
183190	206388
183190	207938
183190	287080
183190	336605
183190	400335
93794	340772
224400	224401
74924	241137
30167	77924
30167	232969
11050	45581
164818	229054
164818	328821
164818	330085
217779	248120
78381	162222
406717	406719
358169	400643
11049	19050
184058	314461
184058	333584
113982	125057
133727	242260
47545	50309
47545	58500
78050	117564
6401	45354
212148	223038
33937	165763
40167	181909
40167	366362
9944	33046
9944	86347
93118	134078
26867	80496
26867	107832
72937	180203
72937	202771
121925	246391
24863	83006
24863	223223
262705	276166
262705	276167
157549	350547
137529	256774
137529	345417
137529	407419
49108	166328
49108	416932
183439	183440
183439	183442
130537	136437
130537	136439
127137	225421
225908	236455
225908	336605
145444	155963
73924	135383
42090	42588
171145	172709
83151	153323
75445	80868
54677	117100
92580	106722
92580	152342
92580	197872
137382	137383
307927	315101
106810	239388
106722	197872
106722	213011
141907	200266
141907	272950
303732	303736
106290	208189
106290	287886
85128	227309
85128	342122
85128	401455
70412	171874
26630	113474
125964	128407
383138	383139
111659	111660
45353	45354
311503	379828
175234	247358
134884	134886
269127	270574
114442	118118
114442	322989
114442	322991
175295	263441
54614	62090
292625	401012
175481	227983
288467	390485
4385	210014
109705	129185
109705	164611
197736	264765
247404	252453
21860	301959
121426	357886
327355	327356
161319	170810
228661	330380
228661	424891
87719	92895
120346	120883
238593	254859
233434	283000
66559	66560
208854	215577
97223	99423
97223	177255
97223	257730
97223	257731
90573	97268
271600	329318
253515	271388
183836	183837
291262	306468
125502	279430
327938	408347
327938	408348
117494	134151
117494	185146
117494	335101
23293	58476
64597	108690
23732	51106
23732	78659
23732	116274
23732	366920
196638	201287
196638	230702
23325	401349
212872	330246
30692	184058
236984	237219
223973	223974
206738	206741
303850	367768
22484	22689
221627	395208
91948	96052
91948	201317
407064	407066
116113	162151
116113	173613
116113	224267
90589	105911
90589	251594
90589	363652
107530	366616
180408	341536
30072	55626
30072	232060
45722	56026
45722	98286
350126	350127
93281	93282
136537	381969
386712	394378
364217	364220
364217	364221
289260	293970
289260	410945
44132	66484
185651	230004
185651	291193
185651	297320
132317	175895
171561	171562
74525	364623
231764	232825
231764	232828
126223	169142
154700	156195
298938	312331
160276	168218
72370	252108
326473	340263
41745	271600
41745	329318
41745	380251
418097	418100
104204	159802
6010	166875
348661	416999
24298	30753
24298	74654
342942	342943
264981	273652
207121	207122
87615	262338
282195	377292
55446	72630
265297	296464
91539	389454
60541	68026
60541	69870
60541	167041
323818	323820
38302	38304
18392	18448
236216	312854
147713	151165
119738	174125
25287	26029
59135	131530
409418	409419
135412	205805
308761	316789
162316	207456
11405	97223
68481	189758
91865	417868
172195	197245
17188	55626
50906	58162
50906	350986
176144	176145
272831	341966
40067	62783
201625	215097
201625	409105
165388	225311
201201	319773
60841	183889
134114	360837
65940	72658
22108	51381
423539	423540
297132	380216
118439	121052
118439	122695
275456	283815
112130	164412
288629	362891
229997	229998
124063	309744
327551	354596
303663	415590
165023	199560
60972	105143
321648	412723
11511	59000
11511	74799
286323	307089
320248	360918
97030	97033
140183	182945
140183	229768
208269	278476
47064	163182
47064	170038
131827	145303
131827	218673
179238	199460
19203	162272
81068	81070
81068	135015
180547	203933
128930	128931
211394	281081
211394	368416
95224	173826
36497	388151
372581	404266
301508	315302
5171	49348
127985	175299
214549	288063
407439	413853
3916	18883
385781	385782
21485	39624
21485	192168
406405	406407
141175	216654
141175	339812
172156	172157
306540	344397
274577	398878
120250	182392
120235	229593
51008	398856
133706	231880
229768	403963
70029	168542
16690	52059
16690	64312
199606	221607
342144	342258
101314	156382
28120	206834
32667	58808
4724	10795
116271	121289
44833	64337
203264	243913
203264	243914
163003	204752
163003	204753
163003	215058
146112	182678
38610	183106
38610	320340
147471	213522
63209	291964
48973	183833
96244	310878
98802	102111
300824	384297
215839	381084
50940	55277
1168	2368
153019	392374
38525	89432
38525	265451
38525	289544
235733	280361
235733	285444
288138	288139
110020	135972
110020	297910
110020	303663
110020	391349
110020	398548
81498	180547
81498	248016
133481	187030
63464	99112
63464	168800
63464	223760
100794	177921
100794	378639
193652	193959
165219	246841
264261	273751
374036	400580
105191	272021
47854	161952
47854	305839
183048	184551
111047	126424
111047	179131
111047	306792
360163	360164
61812	167478
61812	201625
49801	52930
286317	286321
286317	286323
286317	292907
286317	307089
295522	372623
92885	169712
106838	360360
167735	167737
67210	112960
67210	263265
105842	345818
30555	294940
5912	6516
5912	22951
157748	233592
265994	408988
343872	343874
117297	135527
37158	93412
216642	375552
33300	180756
161952	400541
169223	170056
68301	140183
33050	66624
34171	35973
365553	365555
49815	53852
49815	284073
49815	385716
200351	200523
129006	129007
1516	4385
9509	13118
2979	68810
136437	136439
136437	168376
179516	256226
130559	187198
335880	339144
126015	240302
126015	409334
244434	350846
244434	416116
67186	277542
67186	303470
67186	378226
164119	171874
82744	163810
63621	288629
63621	362891
148577	406795
149490	188052
51518	127720
51518	188149
51518	265434
51518	268236
51518	394602
117100	307948
269125	269127
269125	270574
260163	371290
260163	371293
314628	315578
279429	370000
173241	224328
230866	230867
46374	69506
166716	172337
173125	288403
173125	288404
173125	384587
204752	204753
204752	215058
123790	193775
75881	350210
210865	220027
101967	215624
101967	257623
101967	364148
101967	380753
101967	395278
113066	184176
113066	289639
312968	376946
197845	252992
244431	244432
244431	244434
1144	2699
1144	43355
225891	254691
225891	255564
205452	205453
321558	357775
145777	145779
145777	188863
17966	243128
115258	169826
118028	183122
118028	413249
43769	64062
338610	394989
190318	309896
190318	316293
190239	267387
266240	266241
256463	414330
49708	83231
49708	98936
326100	349017
134183	315253
166671	166672
232463	275895
52747	190321
52747	295744
52747	334973
69177	126332
65447	65448
142498	250878
97803	108841
54863	105800
49369	50810
49369	115920
49369	166819
122966	273410
208657	278781
140537	255740
225933	291550
225933	295473
261977	326169
52986	53241
45581	101376
66049	79608
286970	299822
41699	49107
86279	185204
272806	283019
206373	320507
126495	182126
126495	199039
176063	181418
64862	251518
264255	309599
100587	111454
41847	45116
41847	48973
41847	289047
234016	261725
75657	262848
304935	422177
166404	229610
100712	149906
100712	250787
348461	348462
332582	332583
225411	247089
78806	78807
409215	417172
312576	312577
138893	258010
30822	30823
169310	169311
169310	172139
143736	220731
143736	238670
143736	240253
6042	9777
332110	332111
328906	328909
161879	161880
165275	292473
220498	220499
14611	43769
14611	64062
14611	128803
14611	233258
14611	243277
183376	309011
183376	314509
275199	275200
132595	170136
274941	387968
48057	50540
278381	310523
65295	80612
408347	408348
273670	273672
40138	43327
243128	250490
361603	361607
7248	333030
124583	407600
95970	320359
234780	286317
234780	286321
234780	286323
234780	307089
71644	73924
71644	126998
71644	135383
71644	246952
89291	202228
89291	288440
93200	166692
32763	33122
28887	107800
60854	300338
70471	194794
146129	213541
146129	321194
255181	336101
58003	128373
74654	102087
375576	375578
190894	206788
190894	318157
21670	67183
21670	355157
73277	103706
24475	30639
61886	100587
61886	111454
61886	145186
302751	302752
219159	219160
34353	121483
264055	285132
12332	174902
264372	328611
264372	374785
264372	410091
264372	416612
415457	417393
296368	355388
296368	373860
398226	398227
86026	86027
186105	296017
35217	45116
35217	68534
35217	121182
233976	233977
141911	206388
237325	245083
181697	192673
81067	81068
81067	81070
81067	128097
80496	107832
80496	127958
80496	369377
80496	410460
92279	226200
63143	76304
63143	207412
287297	309691
258880	258881
258880	258883
117929	117933
117929	305578
117929	385489
270574	381587
63208	63209
369085	369087
32823	117390
392195	392196
98953	121882
46093	79486
46093	213352
46093	374218
49803	79037
98593	158049
98593	308037
98593	346343
50162	62109
50162	85831
244113	273132
244113	304884
308254	362662
152247	335790
229593	313814
275608	397270
28636	38701
11785	25255
117599	257382
117599	389695
328800	328802
60375	60377
131608	131609
123248	130391
142588	389606
218709	264261
218709	273751
86124	245173
52062	149569
385396	397117
210558	210559
196392	279757
319787	360471
134103	164022
134103	242092
14989	36497
14989	40415
14989	53603
14989	117100
14989	174140
213541	362065
232525	232526
232525	279334
2084	53852
210595	264355
210595	295522
70135	73892
24246	90123
24246	92279
24246	160874
24246	268260
24246	355888
43759	201836
105486	106670
105486	110291
105486	168218
105486	255017
51482	66426
51482	68690
179732	181560
164726	210760
164726	210763
99821	109932
188489	372234
192879	284571
136378	139255
113048	141846
129127	211332
96760	297132
195654	328301
97783	119118
18883	56393
84471	145519
67044	97177
393142	419254
139940	139941
186353	190949
254238	331792
244432	244434
130289	304746
379916	379917
275592	303665
62299	119153
360077	360083
89223	93200
247010	413683
31450	76378
62729	107285
62729	277510
126053	185490
110291	146528
110291	187030
110291	229593
106311	156030
106311	175027
252306	388356
162192	162193
229394	405003
35143	239224
270245	304647
172255	276591
22941	62120
260239	285254
36691	50524
36691	98329
241252	294422
51106	114137
51106	206931
73541	319635
104801	104802
36949	95293
87197	87201
3618	143847
3618	391428
92445	144400
27433	36459
27433	53951
27433	267257
60377	147790
183123	321046
235128	326913
387388	412167
18391	20696
18391	108784
18391	356455
39530	413183
80927	133481
250733	320932
254691	255564
172965	179516
50820	52504
175901	177946
27912	357006
257539	376012
106856	277322
160556	218357
160556	258207
409103	409105
15085	208591
15085	291819
191964	224130
260015	303850
66539	113599
66539	219262
66539	229642
76738	116113
76738	145303
76738	224267
177636	288201
3588	4865
56097	316988
171222	261748
146528	187030
44697	59322
188180	188181
186302	292813
186302	352280
285412	310608
14531	46034
17980	23732
17980	42466
17980	51106
17980	78659
17980	116274
17980	366920
185921	185925
42124	297720
41329	45116
41329	52002
41329	138893
41329	155471
41329	184784
41329	238183
41329	276663
41329	377631
142878	181564
50898	198682
13415	23086
251299	252927
64522	108262
58916	126734
58916	134748
196841	243128
172449	208306
41206	167304
41206	216477
41206	301476
41206	341490
41206	383279
41206	413063
41206	416053
278701	310877
78537	237276
35886	51106
35886	64312
35886	326447
35886	331244
78042	96052
183883	200153
200052	207402
258832	260358
258832	288325
287122	357819
3992	46332
3992	53098
3992	169915
88200	160038
365264	365266
365264	365267
26513	50828
189119	189120
219365	326902
219365	349774
66052	179739
230684	411597
105014	192195
78369	84386
78369	150532
78369	151267
14844	34567
30990	110751
39571	295072
195029	195450
334587	334588
62630	197307
122185	288220
164091	164092
193025	291209
109497	113048
109497	141846
109497	323462
164806	260543
200710	221502
200710	358254
41321	41322
8045	13248
326592	347468
154760	387606
372671	372673
67943	108736
67943	231144
67943	289892
339564	339565
77675	110266
188679	199185
387935	387936
237561	374778
30304	281515
191746	259425
80333	80334
128056	136437
128056	136439
92720	169623
92720	262338
226933	228444
70460	86725
70460	112130
88458	327680
190422	377310
133151	133152
133151	133153
192228	192229
78367	78369
78367	84386
291504	293546
56393	57210
56393	62069
118167	255132
59088	72586
59088	99828
63599	112695
63599	151119
171874	406523
313814	377083
141157	313287
218357	258207
111810	111812
62072	97783
62072	274439
30580	47441
65704	161175
65704	175051
50731	71099
50731	287271
19523	19588
19523	132481
383879	383880
349582	390533
135088	152133
66353	219646
171019	370372
35545	45734
35545	66484
207000	301476
191207	327938
191207	408347
191207	408348
106558	392930
107832	176587
53603	90662
53603	117100
257382	389695
194459	203602
344251	345206
295060	308920
240593	305366
20923	21457
36439	138254
181660	248992
89094	268205
15020	16690
52009	409828
45134	48461
44646	97422
44646	129122
44646	159808
44646	176587
44646	322327
143155	261672
98051	98052
165500	356987
410976	410978
108277	189264
150194	158632
28473	118692
276166	276167
199076	227875
155970	174963
45275	79182
336712	375477
271850	271852
242203	302560
386365	386366
18936	36683
18936	113156
6773	45116
127195	335777
31560	42323
31560	60260
31560	73061
31560	120235
89821	177694
89821	191328
266391	347500
24805	289594
405306	405307
103292	103293
66426	68690
40415	40609
40415	53603
40415	117100
40415	233864
40415	312468
20696	315101
20696	317913
20696	354756
159619	305946
6440	224328
6440	351234
92369	110291
96785	96787
96785	96788
96785	96794
133587	133588
133587	389966
349028	349029
114809	114810
98715	249443
25133	71232
25133	76161
25133	77708
195691	313849
241691	241692
394270	394271
132956	205868
132956	296315
236151	236152
58395	58396
129933	129934
218447	412616
306909	335211
46871	90513
46871	153714
217016	231905
281791	420744
320407	320413
320407	405306
320407	405307
168516	278284
68885	168956
366809	404998
120912	177887
284728	353661
34567	39282
34567	76766
34567	115920
34567	164623
113599	397567
182543	208936
286185	286461
133670	249667
326085	326087
355100	387983
388885	399124
317388	319082
50582	50583
50582	67187
50582	359738
193907	312555
104571	181432
104571	383139
76048	248771
77163	87276
77163	87278
77163	195677
77163	226781
136129	270940
285978	313811
203747	280551
203747	290827
169311	287271
169311	395469
23067	92580
23067	106722
23067	197872
23067	373487
34190	204071
229085	229089
130338	240376
26031	104204
26031	159802
26031	164482
26031	190956
26031	219289
26031	283140
26031	296927
87175	87177
162674	162675
53466	122355
36435	417720
132390	137729
132390	196654
384839	384843
108487	168745
108487	206726
108487	210639
108487	399967
149448	156725
80900	80902
97205	104978
48237	198975
220233	386331
242068	250766
146336	150324
181517	357536
181517	399178
60369	70450
151107	201287
231150	244177
127681	128082
235957	240997
74548	151159
93350	187805
93350	286807
84033	171874
109807	114650
198158	198159
273129	291934
273129	342445
204093	316217
88482	89291
88482	149898
54190	154281
54190	341672
6270	245093
149948	216353
291975	377139
179693	206388
179693	258604
118739	118740
183440	183442
105123	159802
105123	178191
131224	164814
131224	164818
305407	305408
305407	319824
305407	320839
305407	353943
305407	361635
170139	208033
96052	113080
96052	179693
96052	288968
237008	296521
56835	56837
7607	9605
18411	396127
80726	185362
21342	21343
56206	65039
56206	84805
13275	67357
13275	172446
2215	2955
237284	237285
316157	372019
230004	281449
230004	408231
101789	334832
78427	78428
204485	216031
168301	241393
323956	352475
50309	57736
100861	385698
50999	71644
19478	20576
19478	36809
21835	36918
21835	45708
21835	48829
21835	60018
21835	65359
21835	124091
133345	159652
416712	418591
96434	99221
96434	107393
96434	122225
96434	271516
96434	317649
96434	356410
170335	240636
170335	336260
55760	218197
116831	116832
177299	299935
62242	92279
3886	4462
3886	199473
3886	231287
3886	335782
19007	21065
38861	140130
107917	214426
96914	96915
12603	137915
12603	182509
27682	27683
36802	42032
49284	102080
220471	346134
49107	177424
216118	298034
97648	180408
63026	137668
358204	391719
364220	364221
207293	217590
52123	126734
52123	184607
216654	339812
55542	95970
55542	101077
55542	134024
55542	180408
55542	323939
55542	341536
85378	225920
85378	279268
297331	297332
197024	202471
21326	27433
21326	267257
187936	370788
44054	178298
409821	424766
328611	409390
328611	417613
168264	194609
168264	339007
13830	23726
13830	85811
13830	99666
13830	193924
13830	267443
13830	300281
13830	331174
38862	44833
74757	92999
183966	183968
142018	181761
142018	181762
142018	181763
175873	183048
175873	184551
30057	105486
30057	110291
30057	417802
83440	397663
225920	279268
151812	151814
267824	267825
216210	411708
228126	230004
228126	350877
97563	146821
29115	53928
29115	173707
29115	195123
98552	183362
98552	225538
47446	381762
59913	296956
45734	66484
152576	241403
103896	103899
112359	287752
112359	307857
112359	361756
165591	248215
288839	356221
174470	220220
309896	316293
258598	322820
291909	332594
54728	66517
54728	100111
119811	154786
320218	392573
174559	345176
64921	152115
64921	278671
272935	342199
44707	231717
77339	210091
233864	312468
124853	124854
175935	237767
404833	414870
151098	308268
234148	234150
321246	327615
27333	76209
27333	152529
50251	295418
41139	362891
236276	307912
176263	247326
3673	20696
272804	272806
272804	283019
164412	253508
164412	396379
32437	33555
115924	115926
115924	162311
178316	224775
183447	333417
9151	204023
9151	423698
367905	391367
39178	261816
37220	45708
17350	79300
159316	216486
114683	114684
59270	59672
177727	285407
92509	92510
305408	319824
305408	320839
305408	353943
305408	361635
305408	387458
213318	354888
139963	139964
90513	153714
204023	303819
76304	181469
400036	407692
79222	197845
58651	151107
252106	252634
101793	210565
186193	192478
72108	72109
72108	305850
9953	27016
182204	187143
141856	324325
50960	65055
58854	130821
39726	44646
39726	79937
39726	95823
39726	97422
39726	167395
414177	418968
42800	221873
80050	92698
158200	158201
36918	57259
36918	71644
36918	73924
36918	120055
60409	109045
60409	211912
101169	248873
101169	284571
101169	311180
162347	182543
335602	398618
365586	365588
71261	412504
110560	177540
216477	339541
379106	403210
62069	93067
62069	101841
62069	171270
62069	258444
62069	303732
62069	303736
92293	114700
92293	157065
26298	29886
26298	42352
26298	99578
26298	219763
150574	175089
4057	165929
338344	408133
72350	251732
237218	237219
19503	118701
19503	168148
136967	165275
289047	363246
269369	297720
104927	365464
288901	320413
18547	31560
18547	32366
18547	40041
18547	320217
18547	320218
18547	392573
18547	417825
6948	26298
6948	39968
6948	66644
6948	99578
6948	168053
6948	171269
6948	176616
13069	77163
13069	87276
13069	87278
108412	288187
32926	151698
193643	377095
164814	164818
164814	220731
47939	83640
